id,model,year,trim,category,mileage_km,engine,transmission,fuel_type,color,region_specs,price_aed,price_sar
362,Honda Civic Type R,2018,Type R Limited Edition,هاتشباك رياضية عالية الأداء,148318,2.0L توربو,6-Speed MT,بنزين,أسود معدني,مواصفات خليجية (GCC),102000,104040
363,Honda Civic Type R,2019,Type R,هاتشباك رياضية عالية الأداء,85016,2.0L توربو,6-Speed MT,بنزين,بني برونزي,مواصفات خليجية (GCC),112500,114750
364,Honda Civic Type R,2019,Type R,هاتشباك رياضية عالية الأداء,96791,2.0L توربو,6-Speed MT,بنزين,أحمر كريستالي,مواصفات أمريكية,96500,98430
365,Honda Civic Type R,2019,Type R Limited Edition,هاتشباك رياضية عالية الأداء,119793,2.0L توربو,6-Speed MT,بنزين,أسود معدني,مواصفات خليجية (GCC),113000,115260
366,Honda Civic Type R,2019,Type R Limited Edition,هاتشباك رياضية عالية الأداء,133670,2.0L توربو,6-Speed MT,بنزين,بيج شامبين,مواصفات أوروبية,129000,131580
367,Honda Civic Type R,2020,Type R,هاتشباك رياضية عالية الأداء,102215,2.0L توربو,6-Speed MT,بنزين,رمادي فضي,مواصفات يابانية,112000,114240
368,Honda Civic Type R,2020,Type R,هاتشباك رياضية عالية الأداء,90034,2.0L توربو,6-Speed MT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),128500,131070
369,Honda Civic Type R,2020,Type R,هاتشباك رياضية عالية الأداء,84528,2.0L توربو,6-Speed MT,بنزين,بني برونزي,مواصفات خليجية (GCC),127500,130050
370,Honda Civic Type R,2020,Type R Limited Edition,هاتشباك رياضية عالية الأداء,129300,2.0L توربو,6-Speed MT,بنزين,بني برونزي,مواصفات أمريكية,148500,151470
371,Honda Civic Type R,2020,Type R Limited Edition,هاتشباك رياضية عالية الأداء,81168,2.0L توربو,6-Speed MT,بنزين,برتقالي,مواصفات خليجية (GCC),118000,120360
372,Honda Civic Type R,2020,Type R Limited Edition,هاتشباك رياضية عالية الأداء,125402,2.0L توربو,6-Speed MT,بنزين,أسود معدني,مواصفات أمريكية,144000,146880
373,Honda Civic Type R,2021,Type R,هاتشباك رياضية عالية الأداء,70459,2.0L توربو,6-Speed MT,بنزين,بني برونزي,مواصفات خليجية (GCC),107000,109140
374,Honda Civic Type R,2021,Type R,هاتشباك رياضية عالية الأداء,85322,2.0L توربو,6-Speed MT,بنزين,رمادي فضي,مواصفات أمريكية,116500,118830
375,Honda Civic Type R,2021,Type R,هاتشباك رياضية عالية الأداء,98678,2.0L توربو,6-Speed MT,بنزين,بني برونزي,مواصفات أمريكية,105500,107610
376,Honda Civic Type R,2021,Type R Limited Edition,هاتشباك رياضية عالية الأداء,72517,2.0L توربو,6-Speed MT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),141000,143820
377,Honda Civic Type R,2021,Type R Limited Edition,هاتشباك رياضية عالية الأداء,91846,2.0L توربو,6-Speed MT,بنزين,أزرق داكن,مواصفات أمريكية,151000,154020
378,Honda Civic Type R,2021,Type R Limited Edition,هاتشباك رياضية عالية الأداء,80104,2.0L توربو,6-Speed MT,بنزين,أزرق داكن,مواصفات خليجية (GCC),150000,153000
379,Honda Civic Type R,2022,Type R,هاتشباك رياضية عالية الأداء,79490,2.0L توربو,6-Speed MT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),159000,162180
380,Honda Civic Type R,2022,Type R,هاتشباك رياضية عالية الأداء,83578,2.0L توربو,6-Speed MT,بنزين,أبيض ثلجي,مواصفات أمريكية,128000,130560
381,Honda Civic Type R,2022,Type R,هاتشباك رياضية عالية الأداء,74358,2.0L توربو,6-Speed MT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,115500,117810
382,Honda Civic Type R,2022,Type R Limited Edition,هاتشباك رياضية عالية الأداء,49064,2.0L توربو,6-Speed MT,بنزين,أزرق داكن,مواصفات أمريكية,201000,205020
383,Honda Civic Type R,2022,Type R Limited Edition,هاتشباك رياضية عالية الأداء,66185,2.0L توربو,6-Speed MT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),179500,183090
384,Honda Civic Type R,2022,Type R Limited Edition,هاتشباك رياضية عالية الأداء,84574,2.0L توربو,6-Speed MT,بنزين,أزرق داكن,مواصفات خليجية (GCC),167500,170850
385,Honda Civic Type R,2023,Type R,هاتشباك رياضية عالية الأداء,58748,2.0L توربو,6-Speed MT,بنزين,أسود معدني,مواصفات خليجية (GCC),164500,167790
386,Honda Civic Type R,2023,Type R,هاتشباك رياضية عالية الأداء,36532,2.0L توربو,6-Speed MT,بنزين,برتقالي,مواصفات خليجية (GCC),168000,171360
387,Honda Civic Type R,2023,Type R Limited Edition,هاتشباك رياضية عالية الأداء,46599,2.0L توربو,6-Speed MT,بنزين,بيج شامبين,مواصفات خليجية (GCC),217000,221340
388,Honda Civic Type R,2023,Type R Limited Edition,هاتشباك رياضية عالية الأداء,54506,2.0L توربو,6-Speed MT,بنزين,بني برونزي,مواصفات أمريكية,167500,170850
389,Honda Civic Type R,2024,Type R,هاتشباك رياضية عالية الأداء,39143,2.0L توربو,6-Speed MT,بنزين,أسود معدني,مواصفات خليجية (GCC),169500,172890
390,Honda Civic Type R,2024,Type R,هاتشباك رياضية عالية الأداء,35130,2.0L توربو,6-Speed MT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),161000,164220
391,Honda Civic Type R,2024,Type R Limited Edition,هاتشباك رياضية عالية الأداء,34801,2.0L توربو,6-Speed MT,بنزين,رمادي فضي,مواصفات خليجية (GCC),237000,241740
392,Honda Civic Type R,2024,Type R Limited Edition,هاتشباك رياضية عالية الأداء,39192,2.0L توربو,6-Speed MT,بنزين,رمادي فضي,مواصفات خليجية (GCC),203000,207060
393,Honda Civic Type R,2025,Type R,هاتشباك رياضية عالية الأداء,23596,2.0L توربو,6-Speed MT,بنزين,أزرق داكن,مواصفات خليجية (GCC),201000,205020
394,Honda Civic Type R,2025,Type R,هاتشباك رياضية عالية الأداء,15527,2.0L توربو,6-Speed MT,بنزين,بني برونزي,مواصفات يابانية,155000,158100
395,Honda Civic Type R,2025,Type R Limited Edition,هاتشباك رياضية عالية الأداء,18435,2.0L توربو,6-Speed MT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),207500,211650
396,Honda Civic Type R,2025,Type R Limited Edition,هاتشباك رياضية عالية الأداء,12437,2.0L توربو,6-Speed MT,بنزين,برتقالي,مواصفات خليجية (GCC),241500,246330
397,Honda CR-V,2018,LX,SUV متوسطة,137241,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات أمريكية,57500,58650
398,Honda CR-V,2018,LX,SUV متوسطة,112885,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات أمريكية,67500,68850
399,Honda CR-V,2018,EX,SUV متوسطة,103491,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),66500,67830
400,Honda CR-V,2018,EX,SUV متوسطة,147576,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),73500,74970
401,Honda CR-V,2018,EX-L,SUV متوسطة,159032,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات أمريكية,79500,81090
402,Honda CR-V,2018,EX-L,SUV متوسطة,108676,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),74000,75480
403,Honda CR-V,2018,Touring,SUV متوسطة,170102,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),101000,103020
404,Honda CR-V,2018,Touring,SUV متوسطة,164304,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),93500,95370
405,Honda CR-V,2018,Sport Hybrid,SUV متوسطة,114416,2.0L هجين,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),86500,88230
406,Honda CR-V,2018,Sport Hybrid,SUV متوسطة,178902,2.0L هجين,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),76500,78030
407,Honda CR-V,2018,Touring Hybrid,SUV متوسطة,135406,2.0L هجين,CVT,بنزين,أزرق داكن,مواصفات أوروبية,97000,98940
408,Honda CR-V,2018,Touring Hybrid,SUV متوسطة,174327,2.0L هجين,CVT,بنزين,بني برونزي,مواصفات أمريكية,100500,102510
409,Honda CR-V,2019,LX,SUV متوسطة,144397,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),76500,78030
410,Honda CR-V,2019,LX,SUV متوسطة,126672,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات أوروبية,70000,71400
411,Honda CR-V,2019,EX,SUV متوسطة,114716,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),95500,97410
412,Honda CR-V,2019,EX,SUV متوسطة,148969,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),77000,78540
413,Honda CR-V,2019,EX-L,SUV متوسطة,145352,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,87500,89250
414,Honda CR-V,2019,EX-L,SUV متوسطة,91999,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),106000,108120
415,Honda CR-V,2019,Touring,SUV متوسطة,134714,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),106000,108120
416,Honda CR-V,2019,Touring,SUV متوسطة,134282,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات يابانية,112000,114240
417,Honda CR-V,2019,Sport Hybrid,SUV متوسطة,103332,2.0L هجين,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),91000,92820
418,Honda CR-V,2019,Sport Hybrid,SUV متوسطة,145436,2.0L هجين,CVT,بنزين,برتقالي,مواصفات أوروبية,94500,96390
419,Honda CR-V,2019,Touring Hybrid,SUV متوسطة,145746,2.0L هجين,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),117500,119850
420,Honda CR-V,2019,Touring Hybrid,SUV متوسطة,156897,2.0L هجين,CVT,بنزين,أزرق داكن,مواصفات أوروبية,106000,108120
421,Honda CR-V,2020,LX,SUV متوسطة,126748,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات يابانية,84000,85680
422,Honda CR-V,2020,LX,SUV متوسطة,98806,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),94000,95880
423,Honda CR-V,2020,LX,SUV متوسطة,126578,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),86500,88230
424,Honda CR-V,2020,EX,SUV متوسطة,110784,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات أوروبية,99000,100980
425,Honda CR-V,2020,EX,SUV متوسطة,96237,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات أوروبية,97000,98940
426,Honda CR-V,2020,EX,SUV متوسطة,108291,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),111000,113220
427,Honda CR-V,2020,EX-L,SUV متوسطة,91340,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),114500,116790
428,Honda CR-V,2020,EX-L,SUV متوسطة,95949,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),98000,99960
429,Honda CR-V,2020,EX-L,SUV متوسطة,94492,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات أمريكية,96000,97920
430,Honda CR-V,2020,Touring,SUV متوسطة,92996,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),106500,108630
431,Honda CR-V,2020,Touring,SUV متوسطة,115081,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,130500,133110
432,Honda CR-V,2020,Touring,SUV متوسطة,123683,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أمريكية,120000,122400
433,Honda CR-V,2020,Sport Hybrid,SUV متوسطة,117199,2.0L هجين,CVT,بنزين,بيج شامبين,مواصفات أوروبية,124500,126990
434,Honda CR-V,2020,Sport Hybrid,SUV متوسطة,96025,2.0L هجين,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,99000,100980
435,Honda CR-V,2020,Sport Hybrid,SUV متوسطة,120213,2.0L هجين,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),102500,104550
436,Honda CR-V,2020,Touring Hybrid,SUV متوسطة,77074,2.0L هجين,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),143000,145860
437,Honda CR-V,2020,Touring Hybrid,SUV متوسطة,70829,2.0L هجين,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),124500,126990
438,Honda CR-V,2020,Touring Hybrid,SUV متوسطة,104596,2.0L هجين,CVT,بنزين,بني برونزي,مواصفات أوروبية,130500,133110
439,Honda CR-V,2021,LX,SUV متوسطة,106042,1.5L توربو,CVT,بنزين,برتقالي,مواصفات يابانية,90000,91800
440,Honda CR-V,2021,LX,SUV متوسطة,80509,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),89500,91290
441,Honda CR-V,2021,LX,SUV متوسطة,79125,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات أمريكية,85000,86700
442,Honda CR-V,2021,EX,SUV متوسطة,104674,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),103500,105570
443,Honda CR-V,2021,EX,SUV متوسطة,98477,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),110000,112200
444,Honda CR-V,2021,EX,SUV متوسطة,72438,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),116500,118830
445,Honda CR-V,2021,EX-L,SUV متوسطة,59827,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),121500,123930
446,Honda CR-V,2021,EX-L,SUV متوسطة,86947,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,130000,132600
447,Honda CR-V,2021,EX-L,SUV متوسطة,82315,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),135000,137700
448,Honda CR-V,2021,Touring,SUV متوسطة,98151,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),124000,126480
449,Honda CR-V,2021,Touring,SUV متوسطة,82398,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات يابانية,144000,146880
450,Honda CR-V,2021,Touring,SUV متوسطة,88723,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أوروبية,126500,129030
451,Honda CR-V,2021,Sport Hybrid,SUV متوسطة,74999,2.0L هجين,CVT,بنزين,بيج شامبين,مواصفات أوروبية,139000,141780
452,Honda CR-V,2021,Sport Hybrid,SUV متوسطة,98063,2.0L هجين,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,127500,130050
453,Honda CR-V,2021,Sport Hybrid,SUV متوسطة,85031,2.0L هجين,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),110500,112710
454,Honda CR-V,2021,Touring Hybrid,SUV متوسطة,85914,2.0L هجين,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),151000,154020
455,Honda CR-V,2021,Touring Hybrid,SUV متوسطة,99717,2.0L هجين,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),151000,154020
456,Honda CR-V,2021,Touring Hybrid,SUV متوسطة,90400,2.0L هجين,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),145500,148410
457,Honda CR-V,2022,LX,SUV متوسطة,89224,1.5L توربو,CVT,بنزين,برتقالي,مواصفات يابانية,98000,99960
458,Honda CR-V,2022,LX,SUV متوسطة,54073,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),100000,102000
459,Honda CR-V,2022,LX,SUV متوسطة,80901,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),120000,122400
460,Honda CR-V,2022,EX,SUV متوسطة,50911,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,118500,120870
461,Honda CR-V,2022,EX,SUV متوسطة,82096,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),108500,110670
462,Honda CR-V,2022,EX,SUV متوسطة,79451,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أوروبية,110000,112200
463,Honda CR-V,2022,EX-L,SUV متوسطة,49779,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),136000,138720
464,Honda CR-V,2022,EX-L,SUV متوسطة,76683,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),134500,137190
465,Honda CR-V,2022,EX-L,SUV متوسطة,68930,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات أوروبية,149000,151980
466,Honda CR-V,2022,Touring,SUV متوسطة,57409,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),135000,137700
467,Honda CR-V,2022,Touring,SUV متوسطة,77420,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,135500,138210
468,Honda CR-V,2022,Touring,SUV متوسطة,43596,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),143500,146370
469,Honda CR-V,2022,Sport Hybrid,SUV متوسطة,79507,2.0L هجين,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,136500,139230
470,Honda CR-V,2022,Sport Hybrid,SUV متوسطة,78855,2.0L هجين,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),126000,128520
471,Honda CR-V,2022,Sport Hybrid,SUV متوسطة,51976,2.0L هجين,CVT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,148000,150960
472,Honda CR-V,2022,Touring Hybrid,SUV متوسطة,62148,2.0L هجين,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),143500,146370
473,Honda CR-V,2022,Touring Hybrid,SUV متوسطة,82050,2.0L هجين,CVT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,172000,175440
474,Honda CR-V,2022,Touring Hybrid,SUV متوسطة,59760,2.0L هجين,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),159500,162690
475,Honda CR-V,2023,LX,SUV متوسطة,42601,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),110000,112200
476,Honda CR-V,2023,LX,SUV متوسطة,51946,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),119000,121380
477,Honda CR-V,2023,EX,SUV متوسطة,47587,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات أوروبية,124500,126990
478,Honda CR-V,2023,EX,SUV متوسطة,48638,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),132500,135150
479,Honda CR-V,2023,EX-L,SUV متوسطة,62948,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات أمريكية,160500,163710
480,Honda CR-V,2023,EX-L,SUV متوسطة,56128,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات يابانية,146000,148920
481,Honda CR-V,2023,Touring,SUV متوسطة,61998,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),178500,182070
482,Honda CR-V,2023,Touring,SUV متوسطة,51906,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أمريكية,151500,154530
483,Honda CR-V,2023,Sport Hybrid,SUV متوسطة,46536,2.0L هجين,CVT,بنزين,رمادي فضي,مواصفات يابانية,146000,148920
484,Honda CR-V,2023,Sport Hybrid,SUV متوسطة,54702,2.0L هجين,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),159500,162690
485,Honda CR-V,2023,Touring Hybrid,SUV متوسطة,67073,2.0L هجين,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),161000,164220
486,Honda CR-V,2023,Touring Hybrid,SUV متوسطة,46404,2.0L هجين,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),187500,191250
487,Honda CR-V,2024,LX,SUV متوسطة,32672,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,142000,144840
488,Honda CR-V,2024,LX,SUV متوسطة,25086,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات أمريكية,133000,135660
489,Honda CR-V,2024,EX,SUV متوسطة,21486,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات أمريكية,138000,140760
490,Honda CR-V,2024,EX,SUV متوسطة,40867,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),154500,157590
491,Honda CR-V,2024,EX-L,SUV متوسطة,29185,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات يابانية,151500,154530
492,Honda CR-V,2024,EX-L,SUV متوسطة,38666,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),178500,182070
493,Honda CR-V,2024,Touring,SUV متوسطة,35917,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),186000,189720
494,Honda CR-V,2024,Touring,SUV متوسطة,39111,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),185000,188700
495,Honda CR-V,2024,Sport Hybrid,SUV متوسطة,33462,2.0L هجين,CVT,بنزين,برتقالي,مواصفات يابانية,171000,174420
496,Honda CR-V,2024,Sport Hybrid,SUV متوسطة,29922,2.0L هجين,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,185000,188700
497,Honda CR-V,2024,Touring Hybrid,SUV متوسطة,36272,2.0L هجين,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),191000,194820
498,Honda CR-V,2024,Touring Hybrid,SUV متوسطة,24045,2.0L هجين,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),182500,186150
499,Honda CR-V,2025,LX,SUV متوسطة,23329,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),139000,141780
500,Honda CR-V,2025,LX,SUV متوسطة,16991,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أمريكية,155500,158610
501,Honda CR-V,2025,EX,SUV متوسطة,21551,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أمريكية,153500,156570
502,Honda CR-V,2025,EX,SUV متوسطة,22587,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات أمريكية,148000,150960
503,Honda CR-V,2025,EX-L,SUV متوسطة,12066,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),194500,198390
504,Honda CR-V,2025,EX-L,SUV متوسطة,16844,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),182500,186150
505,Honda CR-V,2025,Touring,SUV متوسطة,7898,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),192500,196350
506,Honda CR-V,2025,Touring,SUV متوسطة,10587,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),168000,171360
507,Honda CR-V,2025,Sport Hybrid,SUV متوسطة,14104,2.0L هجين,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),191000,194820
508,Honda CR-V,2025,Sport Hybrid,SUV متوسطة,22909,2.0L هجين,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),154500,157590
509,Honda CR-V,2025,Touring Hybrid,SUV متوسطة,13933,2.0L هجين,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),182500,186150
510,Honda CR-V,2025,Touring Hybrid,SUV متوسطة,20474,2.0L هجين,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),182500,186150
511,Honda CR-V,2026,LX,SUV متوسطة,1468,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات يابانية,137000,139740
512,Honda CR-V,2026,LX,SUV متوسطة,1219,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),146000,148920
513,Honda CR-V,2026,EX,SUV متوسطة,2067,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),171000,174420
514,Honda CR-V,2026,EX,SUV متوسطة,647,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أوروبية,172500,175950
515,Honda CR-V,2026,EX-L,SUV متوسطة,4628,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات أوروبية,178000,181560
516,Honda CR-V,2026,EX-L,SUV متوسطة,2457,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات أمريكية,207000,211140
517,Honda CR-V,2026,Touring,SUV متوسطة,259,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),186000,189720
518,Honda CR-V,2026,Touring,SUV متوسطة,4527,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),211000,215220
519,Honda CR-V,2026,Sport Hybrid,SUV متوسطة,1403,2.0L هجين,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),170500,173910
520,Honda CR-V,2026,Sport Hybrid,SUV متوسطة,2713,2.0L هجين,CVT,بنزين,أسود معدني,مواصفات أوروبية,202000,206040
521,Honda CR-V,2026,Touring Hybrid,SUV متوسطة,4326,2.0L هجين,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),198000,201960
522,Honda CR-V,2026,Touring Hybrid,SUV متوسطة,3895,2.0L هجين,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),213000,217260
523,Honda HR-V,2018,LX,SUV صغيرة,136641,2.0L,CVT,بنزين,رمادي فضي,مواصفات أمريكية,41000,41820
524,Honda HR-V,2018,LX,SUV صغيرة,132472,2.0L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),36000,36720
525,Honda HR-V,2018,Sport,SUV صغيرة,105983,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),41000,41820
526,Honda HR-V,2018,Sport,SUV صغيرة,150856,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),43500,44370
527,Honda HR-V,2018,EX,SUV صغيرة,109476,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),52000,53040
528,Honda HR-V,2018,EX,SUV صغيرة,122669,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),51500,52530
529,Honda HR-V,2018,EX-L,SUV صغيرة,175563,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),55500,56610
530,Honda HR-V,2018,EX-L,SUV صغيرة,158086,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),53000,54060
531,Honda HR-V,2019,LX,SUV صغيرة,131568,2.0L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),49500,50490
532,Honda HR-V,2019,LX,SUV صغيرة,93667,2.0L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),51500,52530
533,Honda HR-V,2019,Sport,SUV صغيرة,92798,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),47500,48450
534,Honda HR-V,2019,Sport,SUV صغيرة,128869,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),51000,52020
535,Honda HR-V,2019,EX,SUV صغيرة,121636,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات أمريكية,60500,61710
536,Honda HR-V,2019,EX,SUV صغيرة,95620,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),54500,55590
537,Honda HR-V,2019,EX-L,SUV صغيرة,151011,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),67000,68340
538,Honda HR-V,2019,EX-L,SUV صغيرة,128666,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),56500,57630
539,Honda HR-V,2020,LX,SUV صغيرة,105068,2.0L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),49000,49980
540,Honda HR-V,2020,LX,SUV صغيرة,125979,2.0L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),54500,55590
